,sample_number,site,sample_design,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Nb,Ni,P,Pb,Rb,S,Sb,Sc,Se,Sn,Sr,Te,Th,Tl,U,V,Y,Zn,Zr
168,61,Agriculture,Fine scale,0.09,1.25,11.7,40,190,1,0.23,6.2,0.58,33.9,9.7,22,0.46,26,1.97,4.28,0.11,0.04,0.029,0.19,16.6,17.4,0.8,1260,0.9,0.62,33.7,840,11.5,12,0.18,0.47,2.9,2.7,0.6,135.5,0.05,1.7,0.12,1.6,69,10.2,91,4.4
169,62,Agriculture,Fine scale,0.09,1.13,11.4,30,190,0.95,0.24,6.43,0.56,34.8,9.6,21,0.5,25.1,1.92,3.85,0.13,0.03,0.026,0.16,16.9,19.4,0.79,1260,1.12,0.56,31.4,800,12.1,11.6,0.18,0.57,2.6,2.2,0.8,134.5,0.04,1.9,0.12,1.7,63,10.1,89,4.9
170,63,Agriculture,Fine scale,0.08,1.16,10.9,30,190,0.98,0.24,6.82,0.54,34.4,9,22,0.54,23.5,1.92,3.83,0.13,0.04,0.027,0.16,16.6,19.4,0.82,1350,1.07,0.54,30.8,840,11.2,11.5,0.26,0.51,2.7,2,0.8,143,0.05,2.2,0.13,1.7,64,10.1,92,4.8
171,64,Agriculture,Fine scale,0.11,1.25,7.8,30,140,0.91,0.26,1.5,0.65,38,8.2,25,0.85,24.8,1.92,4.11,0.21,0.04,0.03,0.26,18.8,16.1,0.67,750,0.52,0.54,27.1,630,12.2,23.3,0.04,0.41,3,1.1,0.8,44.2,0.04,3.1,0.2,1.27,66,11.35,106,8.2
172,65,Agriculture,Fine scale,0.1,1.26,8.1,30,140,0.95,0.29,1.42,0.68,39,8.3,25,0.87,25.5,1.96,4.21,0.22,0.03,0.031,0.27,19.3,16.3,0.67,762,0.51,0.58,27.7,640,12.7,24.1,0.04,0.4,3,1,0.9,43.1,0.03,3.2,0.22,1.36,67,11.9,107,8.3
173,66,Agriculture,Fine scale,0.11,1.26,8,30,140,0.94,0.27,1.61,0.64,37.7,7.9,25,0.84,25.2,1.91,4.16,0.21,0.04,0.031,0.25,19,16.3,0.72,703,0.5,0.57,27.2,630,12.3,22.4,0.04,0.4,3.1,0.9,0.8,44.2,0.04,3.2,0.2,1.3,67,11.6,104,8
174,68,Agriculture,Fine scale,0.1,1.29,9,30,140,0.93,0.28,1.81,0.61,38.4,7.9,26,0.89,24.8,2.01,4.21,0.21,0.04,0.031,0.26,19,16.7,0.75,646,0.51,0.6,27.1,640,12.3,22.7,0.04,0.43,3.2,1,0.8,45.5,0.04,3.4,0.22,1.32,70,11.55,103,8.2
175,69,Agriculture,Fine scale,0.1,1.28,8.2,30,140,0.94,0.28,1.65,0.61,38.3,8,26,0.91,26.8,1.97,4.22,0.21,0.04,0.03,0.25,19.1,16.8,0.72,645,0.51,0.59,27.3,640,12.4,22.9,0.04,0.42,3.2,0.9,0.9,45,0.04,3.3,0.22,1.34,70,11.8,103,8.2
176,70,Agriculture,Fine scale,0.1,1.27,8.5,30,150,0.92,0.28,1.61,0.62,38,8.1,25,0.84,25.2,1.95,4.14,0.21,0.05,0.03,0.25,18.8,16.6,0.71,673,0.55,0.68,27.2,650,12.5,22.1,0.04,0.4,3.1,1.1,0.8,44.4,0.04,3.2,0.21,1.36,68,11.75,102,8
177,71,Agriculture,Likely to erode,0.09,1.03,8.3,30,140,0.77,0.24,4.32,0.41,35.3,7.3,20,0.86,18.7,1.68,3.41,0.11,0.04,0.026,0.21,16.9,16.8,1.06,831,1.11,0.44,24.4,610,10.7,16.7,0.19,0.4,2.8,1.3,0.8,80.9,0.04,3.3,0.19,1.72,54,10.3,75,5.1
178,72,Agriculture,Likely to erode,0.09,1.01,14.5,30,170,0.8,0.24,4.72,0.52,33.6,9,20,0.58,20.3,1.89,3.32,0.13,0.04,0.025,0.19,16,15.9,0.88,1360,1.79,0.46,27.7,640,10.8,13.4,0.13,0.45,2.6,1.5,0.7,92.6,0.04,2.8,0.14,1.76,59,9.81,77,5.4
179,73,Agriculture,Likely to erode,0.1,1.12,9.4,30,170,0.88,0.26,3.99,0.42,42.5,9,21,0.83,19.6,1.73,3.78,0.13,0.04,0.027,0.21,19.5,17.8,0.96,1160,1.46,0.39,27.1,490,12.6,18,0.09,0.37,3.1,0.9,0.8,87.6,0.04,4.1,0.19,1.55,58,11.9,76,5.7
180,74,Agriculture,Likely to erode,0.09,0.96,11.8,20,150,0.74,0.26,4.15,0.44,38.3,8.5,19,0.98,19.6,1.74,3.39,0.11,0.05,0.026,0.21,17.6,16.2,1.03,1020,1.52,0.44,25.8,610,11.6,18.5,0.12,0.44,2.8,1.4,0.8,77.2,0.05,3.8,0.22,1.78,50,11,76,5
181,75,Agriculture,Likely to erode,0.09,1,12,20,160,0.79,0.24,4.07,0.48,36.5,9,20,0.85,19.7,1.82,3.29,0.09,0.04,0.026,0.22,17,16.1,0.95,1260,1.59,0.44,26.8,670,11.4,17.2,0.14,0.43,2.6,1.3,0.7,76.1,0.04,3.2,0.21,1.7,54,10.45,80,4
182,76,Agriculture,Likely to erode,0.09,0.93,9.9,20,150,0.74,0.23,4.23,0.41,35.7,8,18,0.88,18.7,1.65,3.19,0.1,0.04,0.025,0.2,16.9,15.3,1.1,1050,1.42,0.41,24.8,620,11.1,16.9,0.19,0.44,2.6,1.3,0.7,74.6,0.04,3.4,0.2,1.75,49,10.5,73,4.7
183,77,Agriculture,Likely to erode,0.08,1.03,9.3,20,150,0.76,0.24,4.84,0.45,35.9,7.6,20,0.83,18.3,1.68,3.3,0.1,0.04,0.024,0.22,16.9,15.2,1.04,885,1.11,0.44,24,640,11.2,16.5,0.08,0.39,2.6,1.2,0.7,81.4,0.03,3.2,0.2,1.75,56,10.35,81,4.4
184,78,Agriculture,Likely to erode,0.09,1.11,10.2,30,160,0.87,0.28,4.16,0.49,39.3,8.5,22,0.97,21.3,1.88,3.77,0.1,0.05,0.029,0.23,18.5,17.5,0.92,948,1.21,0.47,26.8,690,12.3,19.2,0.08,0.42,3,1.5,0.8,81.8,0.05,3.4,0.22,1.66,59,11.25,88,4.7
